DATE_TIME,AMBIENT_TEMPERATURE,IRRADIATION,HOUR,MINUTE,DAY_OF_WEEK,IS_DAYLIGHT,MODULE_TEMPERATURE,DC_POWER,AC_POWER
2025-06-28 10:30:00,29.05,0.177125,10,30,5,1,35.249820709228516,2669.33642578125,2639.058837890625
2025-06-28 10:45:00,29.325000000000003,0.1781875,10,45,5,1,35.227317810058594,2673.841552734375,2639.058837890625
2025-06-28 11:00:00,29.6,0.17925,11,0,5,1,35.138160705566406,2562.0703125,2529.52685546875
2025-06-28 11:15:00,29.875,0.1820625,11,15,5,1,35.624290466308594,2551.05126953125,2529.52685546875
2025-06-28 11:30:00,30.15,0.184875,11,30,5,1,36.123085021972656,2728.1171875,2692.08447265625
2025-06-28 11:45:00,30.425,0.1876875,11,45,5,1,36.46538543701172,2695.344482421875,2637.923583984375
2025-06-28 12:00:00,30.7,0.1905,12,0,5,1,36.141502380371094,2805.842529296875,2735.22412109375
2025-06-28 12:15:00,30.925,0.1895625,12,15,5,1,36.38613510131836,2819.62353515625,2779.31396484375
2025-06-28 12:30:00,31.15,0.188625,12,30,5,1,36.55438995361328,2871.993896484375,2834.28515625
2025-06-28 12:45:00,31.375,0.1876875,12,45,5,1,37.01932144165039,2827.989990234375,2779.58251953125
2025-06-28 13:00:00,31.6,0.18675,13,0,5,1,36.21856689453125,2829.39892578125,2779.37841796875
2025-06-28 13:15:00,31.725,0.1828125,13,15,5,1,36.0641975402832,2714.279541015625,2640.141845703125
2025-06-28 13:30:00,31.85,0.178875,13,30,5,1,36.0641975402832,2714.279541015625,2640.141845703125
2025-06-28 13:45:00,31.975,0.1749375,13,45,5,1,36.05278396606445,2538.685791015625,2528.523681640625
2025-06-28 14:00:00,32.1,0.171,14,0,5,1,36.574501037597656,2534.394775390625,2459.47119140625
2025-06-28 14:15:00,32.125,0.165125,14,15,5,1,36.85441207885742,2505.981201171875,2459.47119140625
2025-06-28 14:30:00,32.150000000000006,0.15925,14,30,5,1,36.43910217285156,2274.453125,2222.544677734375
2025-06-28 14:45:00,32.175000000000004,0.153375,14,45,5,1,36.6518440246582,2249.564453125,2222.544677734375
2025-06-28 15:00:00,32.2,0.1475,15,0,5,1,36.6518440246582,2138.623046875,2125.749755859375
2025-06-28 15:15:00,32.125,0.139375,15,15,5,1,35.9150276184082,2099.1005859375,2063.830078125
2025-06-28 15:30:00,32.05,0.13125,15,30,5,1,35.6190185546875,1973.6636962890625,1945.09765625
2025-06-28 15:45:00,31.975,0.123125,15,45,5,1,34.61675262451172,1856.267333984375,1831.5284423828125
2025-06-28 16:00:00,31.9,0.115,16,0,5,1,34.520164489746094,1720.728759765625,1693.107666015625
2025-06-28 16:15:00,31.75,0.1046875,16,15,5,1,33.46373748779297,1552.2650146484375,1516.5087890625
2025-06-28 16:30:00,31.6,0.094375,16,30,5,1,33.46070861816406,1363.9610595703125,1309.3822021484375
2025-06-28 16:45:00,31.45,0.0840625,16,45,5,1,32.720829010009766,1196.935302734375,1177.905517578125
2025-06-28 17:00:00,31.3,0.07375,17,0,5,1,32.363258361816406,1089.468994140625,1050.938232421875
2025-06-28 17:15:00,31.05,0.0628125,17,15,5,1,31.06865119934082,931.0892333984375,893.47802734375
2025-06-28 17:30:00,30.8,0.051875,17,30,5,1,30.795127868652344,722.2075805664062,689.5037231445312
2025-06-28 17:45:00,30.55,0.0409375,17,45,5,1,30.481075286865234,553.782470703125,538.613525390625
2025-06-28 18:00:00,30.3,0.03,18,0,5,1,29.110149383544922,404.30926513671875,388.37176513671875
2025-06-28 18:15:00,30.0,0.0235,18,15,5,1,29.476953506469727,313.63555908203125,297.9028015136719
2025-06-28 18:30:00,29.700000000000003,0.017,18,30,5,1,29.915767669677734,196.00621032714844,170.0395965576172
